Gender,Major,Program,GPA
Female,Btech,CSE,7.23
Female,Btech,ECE,7.72
Male,MS,ECE,8.47
Female,Btech,CSE,7.59
Male,Btech,CSE,7.92
Male,MS,ECE,8.45
Male,Btech,ECE,8.15
Male,Btech,CSE,9.18
Female,PHD,CSE,8.44
Male,Btech,CSE,6.94
Female,MS,CND,8.39
Male,Btech,ECE,6.15
Female,Btech,ECE,5.87
Male,MS,CSE,8.65
Male,Btech,CSE,7.72
Male,Btech,CND,6.83
Male,Btech,CSE,8.54
Female,Btech,ECE,6.95
Female,Btech,CSE,7.57
Male,Btech,ECE,7.83
Male,Btech,CND,6.71
Male,Btech,ECE,6.55
Female,Btech,CSE,6.59
Female,Btech,CSE,8.16
Female,MS,CND,7.16
Female,Btech,CSE,5.62
Male,Btech,CSE,7.21
Female,MS,CSE,8.89
Male,Btech,CSE,6.94
Female,MS,CND,7.96
Male,MS,CHD,7.99
Male,MS,ECE,7.32
Male,PHD,ECE,9.34
Female,Btech,CSE,7.89
Male,Btech,ECE,7.25
Female,MS,CSE,8.5
Female,MS,ECE,7.89
Female,Btech,CHD,7.51
Male,Btech,ECE,7.84
Male,MS,CHD,8.14
Male,PHD,CSE,9.15
Male,Btech,CSE,5.97
Female,Btech,CSE,7.97
Male,MS,CND,6.82
Female,Btech,CSE,6.53
Female,Btech,CSE,7.43
Female,PHD,CND,8.54
Male,PHD,ECE,8.57
Male,MS,CHD,9.41
Male,Btech,CSE,7.61
Male,PHD,ECE,8.71
Female,Btech,CSE,6.75
Male,Btech,CSE,5.28
Female,Btech,CSE,7.08
Male,Btech,CSE,9.42
Male,Btech,ECE,5.67
Female,Btech,CSE,7.57
Male,MS,CSE,7.29
Female,Btech,CSE,6.03
Male,Btech,CSE,6.42
Female,Btech,CSE,5.83
Male,MS,CSE,7.29
Male,Btech,ECE,7.33
Female,MS,CND,6.92
Female,Btech,CSE,7.64
Male,MS,CSE,7.01
Male,Btech,CSE,8.08
Male,Btech,CSE,8.16
Other,Btech,CSE,7.84
Female,Btech,CSE,8.14
Female,PHD,CSE,8.33
Female,Btech,ECE,6.84
Male,Btech,CSE,6.52
Female,MS,CHD,7.38
Male,Btech,CND,7.04
Male,Btech,CND,5.61
Male,Btech,CHD,7.21
Male,Btech,CSE,7.52
Male,Btech,CSE,9.31
Male,Btech,CSE,6.68
Male,MS,CHD,7.94
Male,Btech,CND,7.39
Female,Btech,CSE,6.55
Female,MS,CSE,7.76
Male,Btech,CSE,7.17
Male,Btech,ECE,7.71
Male,MS,CSE,6.98
Female,PHD,CSE,8.36
Male,Btech,CSE,6.01
Male,Btech,ECE,6.67
Male,Btech,ECE,6.51
Male,Btech,CSE,6.32
Male,Btech,CSE,4.67
Male,MS,CHD,8.32
Male,PHD,CHD,8.18
Female,Btech,ECE,7.77
Male,Btech,CSE,6.15
Female,MS,CSE,7.9
Female,Btech,ECE,6.96
Male,MS,ECE,7.57
Male,Btech,CND,6.18
Male,MS,CND,8.19
Male,PHD,CND,8.15
Male,Btech,CSE,8.15
Male,PHD,CSE,8.74
Male,MS,CHD,7.38
Male,Btech,CSE,8.08
Male,Btech,ECE,7.47
Male,PHD,ECE,8.94
Male,Btech,ECE,6.46
Female,MS,CND,7.71
Male,Btech,CSE,7.16
Male,Btech,CSE,6.47
Male,Btech,ECE,4.64
Male,MS,CND,7.81
Female,MS,CHD,7.76
Male,Btech,ECE,5.5
Male,Btech,CSE,6.59
Female,Btech,ECE,7.09
Male,MS,CND,6.89
Female,Btech,ECE,6.26
Male,Btech,CSE,8.18
Female,Btech,ECE,8.18
Male,Btech,ECE,7.54
Male,Btech,CSE,5.32
Female,Btech,CSE,9.43
Female,Btech,ECE,7.57
Male,Btech,CSE,7.18
Female,Btech,CSE,6.69
Female,Btech,CSE,8.0
Male,PHD,CHD,8.29
Female,MS,CND,7.7
Male,Btech,ECE,5.43
Male,PHD,CSE,8.16
Male,MS,CSE,8.03
Male,Btech,CSE,8.89
Male,Btech,CHD,7.17
Male,Btech,CHD,6.56
Male,PHD,CND,7.76
Male,Btech,ECE,8.22
Other,Btech,CSE,7.02
Male,Btech,CSE,7.24
Male,MS,CSE,8.12
Female,Btech,CHD,6.6
Male,MS,CSE,8.35
Male,Btech,ECE,7.43
Male,MS,ECE,7.72
Male,Btech,CSE,7.32
Female,Btech,CHD,8.11
Male,MS,CND,7.3
Female,Btech,CSE,8.73
Male,MS,CHD,8.92
Male,PHD,ECE,8.61
Female,MS,ECE,8.22
Male,Btech,CSE,6.96
Male,PHD,CHD,8.21
Male,PHD,CND,8.59
Male,Btech,ECE,7.19
Male,Btech,ECE,8.37
Female,Btech,ECE,6.98
Female,Btech,CSE,7.19
Male,Btech,CND,5.83
Male,Btech,CSE,8.25
Female,Btech,ECE,7.21
Female,Btech,CND,9.32
Male,Btech,ECE,6.0
Male,Btech,ECE,5.63
Female,Btech,CHD,6.66
Male,Btech,CSE,7.59
Female,Btech,CSE,7.07
Male,Btech,ECE,7.01
Male,Btech,CSE,5.47
Female,Btech,CHD,6.0
Female,Btech,CHD,6.65
Female,MS,CSE,7.56
Male,MS,CHD,8.39
Male,MS,CSE,8.29
Female,MS,CHD,8.97
Female,Btech,CSE,7.18
Male,Btech,ECE,6.59
Female,Btech,ECE,6.11
Female,Btech,ECE,8.32
Male,Btech,CHD,6.23
Male,PHD,CND,8.58
Female,Btech,CND,5.66
Female,MS,CSE,8.25
Male,Btech,CSE,8.43
Male,MS,ECE,9.27
Male,PHD,ECE,9.02
Male,Btech,ECE,6.91
Male,Btech,ECE,7.61
Female,MS,CSE,8.15
Male,Btech,ECE,6.76
Male,Btech,ECE,8.05
Female,Btech,ECE,6.27
Male,Btech,CSE,6.24
Male,Btech,ECE,6.62
Female,Btech,ECE,7.98
Male,Btech,CSE,6.67
Male,Btech,CSE,8.09
Female,MS,ECE,8.37
Female,PHD,CND,8.08
Male,MS,ECE,8.32
Female,MS,CND,8.62
Female,Btech,ECE,6.99
Male,Btech,CSE,7.19
Male,Btech,ECE,4.07
Male,MS,ECE,7.69
Other,Btech,CSE,7.46
Male,MS,ECE,6.98
Female,Btech,CSE,6.18
Female,Btech,CSE,7.07
Male,Btech,CSE,4.78
Male,MS,ECE,8.95
Female,Btech,ECE,6.36
Male,MS,ECE,8.56
Female,MS,CSE,7.9
Female,Btech,ECE,6.06
Female,PHD,ECE,7.47
Female,Btech,ECE,6.42
Female,Btech,ECE,4.46
Female,Btech,ECE,5.8
Female,Btech,CSE,7.51
Female,Btech,ECE,7.05
Male,Btech,CHD,7.17
Female,Btech,ECE,7.08
Male,Btech,CSE,6.15
Male,PHD,ECE,8.84
Female,PHD,ECE,7.38
Male,MS,ECE,7.18
Male,Btech,ECE,7.59
Male,Btech,CSE,7.07
Female,Btech,CSE,8.57
Male,Btech,ECE,6.39
Male,PHD,CHD,8.16
Female,Btech,CSE,5.88
Female,Btech,ECE,9.05
Male,Btech,CSE,7.09
Female,Btech,CSE,6.94
Male,MS,ECE,7.97
Male,MS,CHD,8.12
Male,PHD,ECE,8.38
Male,Btech,CSE,5.59
Female,Btech,ECE,7.92
Male,PHD,CND,9.47
Male,Btech,CND,8.94
Male,Btech,ECE,6.26
Male,Btech,ECE,6.52
Female,Btech,CSE,6.77
Male,Btech,CSE,8.12
Female,Btech,ECE,7.46
Male,MS,CND,7.03
Female,PHD,ECE,7.86
Male,Btech,CND,9.48
Female,MS,ECE,7.81
Female,Btech,CSE,5.6
Other,MS,ECE,7.28
Male,MS,ECE,7.32
Female,PHD,CND,7.89
Male,Btech,ECE,7.33
Female,Btech,ECE,6.53
Male,Btech,ECE,5.35
Male,Btech,CSE,7.89
Other,Btech,ECE,6.51
Male,Btech,CSE,6.6
Female,Btech,CSE,5.94
Male,Btech,ECE,6.45
Male,Btech,CHD,6.0
Male,MS,ECE,7.31
Female,Btech,CSE,6.9
Male,Btech,CND,6.94
Female,MS,CND,7.76
Male,Btech,CSE,6.74
Male,Btech,CSE,7.25
Female,MS,ECE,8.21
Female,MS,CSE,7.79
Female,Btech,CHD,4.9
Female,PHD,CHD,8.05
Female,MS,ECE,7.95
Male,Btech,ECE,7.4
Male,Btech,CHD,8.25
Male,MS,CSE,8.77
Male,Btech,CND,7.71
Male,Btech,CSE,6.42
Male,Btech,ECE,6.84
Male,Btech,CHD,5.34
Male,Btech,CSE,7.86
Male,Btech,CSE,7.67
Male,Btech,ECE,10.0
Female,Btech,CSE,7.21
Female,Btech,CHD,6.97
Female,Btech,CSE,6.71
Male,MS,CND,7.6
Male,MS,ECE,7.5
Male,Btech,ECE,8.45
Female,Btech,CHD,7.0
Male,Btech,CSE,7.6
Male,MS,CSE,7.95
Female,Btech,CSE,6.78
Male,MS,CSE,7.2
Male,Btech,ECE,7.86
Female,MS,ECE,7.09
Male,Btech,ECE,8.02
Male,Btech,CHD,6.5
Male,MS,ECE,8.44
Male,MS,CND,8.86
Male,Btech,ECE,6.22
Female,Btech,CSE,9.32
Male,Btech,CSE,7.37
Female,Btech,CHD,5.66
Male,Btech,CSE,7.2
Male,Btech,CSE,7.18
Male,Btech,ECE,6.16
Male,PHD,CHD,8.03
Male,Btech,CSE,5.76
Male,PHD,ECE,8.45
Female,Btech,ECE,4.21
Female,Btech,ECE,7.66
Female,MS,ECE,7.93
Male,Btech,CSE,4.84
Male,Btech,CSE,6.62
Female,Btech,CHD,5.26
Male,Btech,ECE,7.69
Female,Btech,CSE,6.56
Female,MS,CSE,8.04
Female,Btech,CSE,7.98
Female,MS,ECE,8.19
Female,Btech,CND,7.79
Female,Btech,CSE,6.47
Male,Btech,CND,6.17
Male,MS,CHD,8.44
Female,MS,CSE,7.63
Male,MS,ECE,6.34
Female,Btech,CND,5.13
Male,Btech,CSE,7.34
Male,MS,CSE,8.44
Male,Btech,CSE,6.34
Male,Btech,CHD,7.85
Male,Btech,ECE,7.69
Male,Btech,ECE,7.85
Female,Btech,CSE,6.55
Male,Btech,ECE,6.28
Male,Btech,CSE,7.09
Male,MS,ECE,8.52
Male,Btech,ECE,6.13
Male,Btech,ECE,8.23
Male,Btech,ECE,6.25
Female,MS,CHD,7.8
Female,MS,CSE,8.72
Male,MS,CHD,7.49
Female,Btech,CSE,7.07
Male,MS,CND,7.31
Male,Btech,CHD,7.54
Male,MS,CND,8.36
Male,Btech,ECE,6.24
Other,MS,CHD,6.17
Male,Btech,ECE,7.23
Male,Btech,CSE,7.79
Female,Btech,CSE,6.95
Male,Btech,ECE,6.37
Male,Btech,CSE,7.39
Male,PHD,CND,8.75
Male,PHD,CND,8.42
Male,Btech,ECE,6.62
Male,Btech,CSE,6.46
Female,Btech,CND,6.41
Female,Btech,CSE,7.03
Male,Btech,ECE,7.18
Male,MS,CND,6.47
Male,Btech,CSE,8.0
Female,Btech,ECE,6.49
Male,Btech,ECE,7.45
Male,PHD,ECE,8.99
Female,Btech,ECE,5.44
Female,PHD,CHD,8.63
Male,Btech,CSE,8.71
Female,Btech,CSE,4.5
Male,Btech,CHD,6.93
Female,Btech,CSE,7.44
Female,Btech,ECE,5.92
Male,MS,ECE,7.03
Male,Btech,ECE,7.57
Female,MS,ECE,9.69
Male,Btech,CSE,7.09
Female,Btech,ECE,7.01
Male,Btech,CSE,6.64
Male,Btech,CSE,7.52
Male,MS,CHD,7.15
Male,Btech,CSE,7.28
Male,Btech,ECE,6.45
Male,Btech,ECE,4.2
Male,Btech,ECE,7.23
Male,Btech,CND,8.41
Male,Btech,CND,6.77
Male,Btech,ECE,5.9
Male,MS,CSE,7.27
Male,Btech,CSE,6.33
Male,MS,CSE,9.4
Male,Btech,CSE,7.02
Male,Btech,CND,5.92
Male,Btech,CSE,6.68
Male,Btech,ECE,6.96
Male,Btech,CND,8.04
Male,Btech,CSE,9.12
Male,MS,CSE,8.91
Male,Btech,CHD,4.81
Female,Btech,ECE,5.81
Male,Btech,CHD,6.04
Female,Btech,CSE,5.81
Male,Btech,CSE,6.41
Male,Btech,CND,7.2
Female,Btech,CSE,8.06
Male,MS,ECE,9.07
Male,PHD,CHD,8.21
Female,Btech,ECE,6.79
Male,Btech,ECE,7.05
Male,Btech,ECE,8.25
Female,MS,CND,6.88
Female,Btech,ECE,7.05
Male,Btech,CSE,6.99
Female,Btech,ECE,7.58
Male,PHD,CHD,8.82
Female,Btech,CND,6.73
Male,Btech,CSE,5.66
Male,Btech,ECE,7.65
Male,Btech,ECE,7.06
Male,Btech,CND,5.95
Female,Btech,CHD,7.05
Female,Btech,ECE,7.34
Male,MS,CSE,7.47
Male,Btech,ECE,7.9
Female,Btech,ECE,7.45
Male,Btech,CHD,5.24
Male,Btech,CHD,6.2
Male,Btech,ECE,7.09
Male,Btech,ECE,6.86
Male,MS,ECE,7.56
Male,Btech,CND,7.36
Male,Btech,ECE,7.1
Female,PHD,ECE,8.66
Male,Btech,CSE,6.62
Male,Btech,CSE,7.2
Male,PHD,ECE,8.43
Female,MS,CHD,6.9
Male,MS,ECE,8.0
Male,MS,CHD,7.79
Female,Btech,ECE,7.68
Male,MS,CSE,8.37
Male,Btech,ECE,7.3
Male,Btech,ECE,6.64
Male,MS,CND,7.38
Male,Btech,CSE,8.38
Male,MS,ECE,8.95
Male,Btech,CHD,6.65
Male,Btech,ECE,6.83
Male,Btech,CSE,7.6
Male,PHD,CHD,7.6
Male,Btech,ECE,5.81
Female,Btech,CSE,7.86
Female,Btech,ECE,6.74
Male,MS,CSE,7.48
Male,MS,CHD,7.93
Male,MS,CHD,8.73
Male,Btech,CSE,7.22
Male,Btech,ECE,5.84
Female,Btech,CHD,7.54
Female,MS,CHD,8.01
Female,PHD,ECE,7.92
Male,MS,CHD,7.73
Female,Btech,ECE,7.63
Female,Btech,CSE,5.85
Female,Btech,CHD,4.85
Female,Btech,CSE,6.84
Female,PHD,CND,7.43
Female,Btech,CSE,6.26
Female,Btech,CND,4.57
Female,Btech,CND,6.0
Female,Btech,ECE,7.79
Male,Btech,ECE,7.84
Female,Btech,ECE,6.62
Male,Btech,ECE,5.48
Female,Btech,ECE,7.39
Female,MS,CND,9.31
Male,Btech,CSE,4.97
Male,MS,CSE,7.88
Female,Btech,CND,6.48
Other,Btech,CSE,6.3
Female,PHD,CND,8.04
Male,Btech,ECE,6.64
Male,Btech,CSE,7.79
Female,Btech,CND,5.94
Male,Btech,ECE,7.42
Other,Btech,ECE,5.22
Male,Btech,ECE,6.32
Male,Btech,CSE,7.2
Female,Btech,CSE,7.26
Male,Btech,CSE,8.01
Male,PHD,ECE,8.61
Male,Btech,ECE,7.11
Male,Btech,CND,8.33
Male,MS,CHD,7.14
Male,Btech,ECE,6.89
Female,MS,CSE,9.06
Female,Btech,CSE,6.33
Female,Btech,CSE,6.53
Male,Btech,ECE,5.98
Male,Btech,CND,5.37
Male,MS,ECE,7.89
Female,MS,CSE,8.95
Male,PHD,CHD,7.49
Male,Btech,ECE,6.36
Female,Btech,CHD,7.94
Male,Btech,ECE,8.06
Male,MS,ECE,9.19
Male,PHD,CSE,8.36
Female,Btech,CND,8.74
Other,PHD,CSE,8.2
Male,MS,CND,8.58
Male,Btech,CHD,4.94
Male,Btech,CSE,6.65
Male,PHD,CND,7.75
Male,Btech,ECE,7.69
Female,Btech,CSE,7.2
Male,Btech,ECE,5.68
Female,Btech,CND,9.02
Male,Btech,ECE,7.25
Male,PHD,CND,7.57
Female,Btech,ECE,7.78
Male,Btech,CHD,7.91
Male,Btech,CSE,7.04
Male,Btech,CSE,7.78
Male,Btech,ECE,8.03
Male,Btech,CND,7.68
Male,Btech,ECE,6.62
Female,Btech,ECE,8.93
Male,MS,CSE,7.53
Male,Btech,ECE,7.69
Female,MS,ECE,8.19
Female,Btech,ECE,6.76
Male,Btech,CSE,6.28
Male,PHD,ECE,9.21
Male,MS,CSE,8.27
Male,Btech,CSE,6.58
Male,Btech,CSE,6.49
Male,Btech,ECE,8.26
Male,Btech,ECE,5.52
Male,Btech,ECE,8.36
Male,Btech,CSE,7.58
Male,MS,CND,7.95
Female,Btech,ECE,7.81
Male,MS,CSE,8.12
Female,Btech,ECE,7.3
Female,Btech,CSE,6.09
Male,Btech,CSE,7.21
Male,MS,ECE,9.35
Male,PHD,ECE,8.46
Female,Btech,CND,7.72
Male,Btech,ECE,6.82
Male,Btech,CND,6.69
Female,MS,ECE,7.98
Male,Btech,ECE,5.73
Female,Btech,CHD,6.64
Male,Btech,ECE,7.32
Female,PHD,CHD,8.06
Male,Btech,CHD,7.45
Female,PHD,ECE,9.35
Male,MS,ECE,8.29
Male,Btech,CSE,7.05
Male,Btech,ECE,7.26
Female,Btech,CSE,7.51
Male,Btech,CSE,7.43
Female,Btech,CSE,8.23
Female,Btech,ECE,7.2
Male,Btech,CSE,6.25
Male,PHD,CND,7.64
Male,Btech,ECE,8.38
Female,Btech,CND,7.36
Male,MS,CND,6.68
Male,Btech,ECE,7.94
Male,MS,ECE,8.17
Male,Btech,CSE,9.1
Female,PHD,CHD,8.37
Male,Btech,CSE,5.66
Male,Btech,CSE,6.73
Female,Btech,ECE,5.97
Male,Btech,CSE,7.8
Male,Btech,CND,8.17
Female,Btech,ECE,8.05
Male,Btech,CSE,7.54
Male,Btech,CSE,6.39
Female,Btech,CND,8.7
Male,Btech,CSE,9.84
Female,PHD,CSE,8.5
Male,Btech,CSE,7.23
Male,Btech,CHD,5.18
Male,Btech,CSE,6.8
Female,Btech,CSE,7.72
Female,Btech,ECE,6.41
Male,PHD,CSE,7.69
Male,Btech,CSE,6.52
Female,Btech,CSE,5.69
Male,Btech,CSE,6.86
Male,Btech,ECE,9.13
Male,Btech,ECE,7.46
Male,Btech,ECE,6.03
Male,Btech,CSE,7.44
Female,Btech,CHD,7.14
Female,Btech,CSE,7.24
Male,MS,ECE,9.24
Male,Btech,ECE,6.05
Male,Btech,CSE,7.42
Male,Btech,ECE,7.66
Male,Btech,ECE,8.02
Male,MS,ECE,8.24
Female,Btech,ECE,7.12
Male,MS,CSE,8.08
Male,Btech,ECE,7.5
Male,MS,CND,7.8
Male,Btech,CSE,6.0
Female,PHD,CND,8.34
Male,Btech,CSE,7.56
Male,Btech,CSE,5.99
Male,Btech,ECE,8.05
Male,Btech,CSE,4.89
Male,MS,CND,8.36
Male,Btech,CSE,7.99
Male,Btech,CND,7.37
Male,Btech,ECE,6.48
Female,MS,CND,8.92
Female,Btech,ECE,6.27
Female,PHD,ECE,8.12
Male,Btech,CSE,6.41
Female,MS,CHD,7.72
Male,Btech,ECE,8.02
Male,MS,CSE,7.85
Male,Btech,CND,6.61
Male,Btech,CSE,6.91
Male,PHD,ECE,8.04
Male,MS,CHD,6.12
Male,Btech,ECE,8.61
Male,MS,CHD,7.7
Male,PHD,ECE,7.72
Female,Btech,ECE,6.55
Male,Btech,CND,6.75
Male,Btech,CSE,7.5
Male,MS,CHD,8.61
Female,MS,CHD,8.79
Male,MS,CSE,6.7
Male,Btech,CSE,7.33
Male,Btech,CSE,8.06
Male,Btech,ECE,5.71
Male,Btech,ECE,7.16
Male,Btech,CSE,6.07
Female,PHD,CHD,9.15
Male,MS,CND,8.01
Male,Btech,ECE,4.85
Male,Btech,ECE,7.86
Male,Btech,ECE,6.34
Female,Btech,CSE,7.16
Male,MS,CSE,7.76
Female,Btech,ECE,7.2
Female,Btech,ECE,7.7
Male,MS,CSE,7.78
Male,Btech,ECE,7.4
Female,PHD,ECE,8.18
Male,Btech,CSE,5.5
Male,MS,CND,7.1
Female,MS,CND,7.6
Male,Btech,ECE,5.53
Female,Btech,ECE,6.13
Male,PHD,ECE,8.48
Male,PHD,CHD,7.49
Male,Btech,ECE,7.87
Male,Btech,CHD,5.76
Female,Btech,CHD,6.28
Female,Btech,CHD,8.71
Male,Btech,CSE,5.61
Male,Btech,CSE,6.13
Male,Btech,CHD,6.45
Male,Btech,CSE,7.86
Male,MS,CHD,7.56
Male,PHD,CSE,7.29
Male,Btech,CHD,9.32
Female,PHD,CHD,9.09
Male,MS,CHD,7.54
Male,Btech,ECE,8.06
Female,PHD,CHD,8.99
Male,MS,CHD,7.86
Female,Btech,CSE,8.13
Male,Btech,ECE,5.7
Male,MS,ECE,8.46
Male,Btech,CSE,5.57
Male,MS,CND,9.45
Male,Btech,CSE,5.2
Male,Btech,CSE,8.19
Female,Btech,ECE,7.11
Female,MS,CSE,8.87
Female,MS,CSE,8.79
Male,Btech,ECE,5.65
Female,Btech,CSE,5.97
Male,Btech,ECE,7.96
Female,Btech,CSE,6.48
Male,MS,CSE,8.89
Female,Btech,ECE,6.92
Female,Btech,ECE,8.03
Female,Btech,CSE,6.27
Female,Btech,CSE,7.05
Female,MS,CND,8.15
Male,Btech,ECE,8.03
Female,Btech,ECE,7.19
Male,MS,CSE,8.14
Female,Btech,ECE,7.13
Male,Btech,ECE,6.2
Male,Btech,ECE,7.19
Male,Btech,CND,9.31
Male,Btech,ECE,7.97
Male,Btech,ECE,7.7
Male,MS,CSE,7.81
Male,Btech,ECE,7.19
Female,MS,CSE,9.17
Female,Btech,CND,7.11
Male,MS,CND,7.85
Female,MS,CSE,9.21
Male,Btech,CSE,5.87
Male,Btech,CND,7.78
Male,PHD,ECE,7.61
Male,Btech,CSE,7.62
Male,MS,CHD,8.43
Male,Btech,CSE,7.48
Male,Btech,CSE,8.08
Male,MS,CHD,7.85
Female,Btech,ECE,7.08
Female,Btech,CSE,8.94
Male,PHD,CHD,8.2
Female,Btech,ECE,6.63
Female,Btech,CSE,7.54
Male,Btech,ECE,8.46
Male,Btech,CSE,7.44
Female,Btech,CSE,6.04
Male,Btech,ECE,7.45
Male,Btech,ECE,6.82
Female,MS,CHD,7.96
Male,Btech,CND,5.74
Male,MS,CND,7.68
Female,Btech,CND,5.51
Female,Btech,CND,7.66
Male,Btech,CSE,7.19
Male,Btech,ECE,8.64
Male,Btech,CSE,7.84
Male,Btech,CSE,5.78
Female,Btech,CSE,7.35
Female,Btech,CSE,6.86
Male,Btech,ECE,8.25
Male,Btech,CHD,4.26
Male,Btech,ECE,7.47
Male,PHD,CSE,8.46
Male,MS,CSE,7.24
Male,MS,CHD,7.75
Male,Btech,CSE,6.53
Female,Btech,ECE,6.07
Male,Btech,ECE,7.46
Male,Btech,CND,6.12
Male,PHD,CND,7.51
Male,Btech,CSE,6.49
Female,Btech,CND,7.42
Male,MS,ECE,8.15
Male,Btech,ECE,7.27
Male,Btech,CSE,6.17
Female,PHD,CHD,7.78
Male,PHD,CSE,8.32
Male,MS,CND,7.71
Other,Btech,ECE,5.11
Male,MS,CSE,7.7
Female,MS,ECE,8.61
Female,Btech,ECE,6.78
Female,Btech,ECE,6.48
Male,Btech,ECE,7.36
Female,Btech,CHD,7.55
Male,Btech,CND,6.82
Male,PHD,CHD,8.18
Male,Btech,ECE,6.62
Male,Btech,ECE,7.91
Female,Btech,CSE,7.25
Male,Btech,CSE,5.75
Female,Btech,ECE,6.06
Female,Btech,ECE,7.21
Male,Btech,ECE,6.79
Male,Btech,ECE,7.85
Male,MS,CHD,8.49
Male,Btech,CHD,7.98
Female,Btech,ECE,8.53
Male,MS,CSE,8.74
Female,MS,CSE,7.22
Female,Btech,CND,6.78
Male,Btech,ECE,6.41
Male,PHD,ECE,7.68
Female,Btech,CSE,7.7
Male,Btech,CSE,6.06
Male,Btech,ECE,6.03
Male,Btech,CHD,8.55
Male,Btech,ECE,7.34
Female,Btech,CND,7.19
Male,Btech,CHD,6.49
Male,PHD,CHD,7.79
Female,Btech,ECE,7.06
Female,Btech,CSE,7.02
Male,Btech,ECE,7.54
Male,PHD,CHD,8.21
Male,Btech,ECE,6.57
Male,Btech,ECE,7.33
Other,Btech,CSE,6.33
Male,Btech,CND,6.49
Female,PHD,CND,7.57
Male,Btech,CSE,6.68
Other,Btech,CSE,6.55
Male,Btech,CSE,6.26
Female,Btech,CND,7.63
Male,Btech,ECE,9.34
Female,Btech,CHD,6.38
Female,Btech,CSE,7.23
Female,Btech,CSE,8.53
Female,PHD,CND,8.17
Female,PHD,CSE,7.63
Female,Btech,CSE,5.38
Female,MS,CSE,9.0
Male,Btech,ECE,6.93
Male,Btech,ECE,7.05
Male,Btech,CND,6.06
Male,MS,CSE,8.76
Female,Btech,CSE,7.04
Male,Btech,ECE,4.62
Male,Btech,ECE,6.49
Male,PHD,CSE,7.86
Male,Btech,CSE,7.83
Male,Btech,ECE,6.46
Male,MS,CHD,7.53
Male,Btech,CSE,7.33
Male,MS,CND,6.76
Male,Btech,ECE,7.43
Male,Btech,ECE,6.18
Male,PHD,CHD,8.91
Male,Btech,CSE,6.99
Male,MS,CSE,7.63
Male,Btech,ECE,5.92
Male,MS,CSE,7.79
Female,PHD,ECE,7.64
Male,Btech,ECE,6.43
Male,Btech,ECE,5.26
Female,Btech,CND,6.53
Male,Btech,CSE,6.27
Male,MS,CSE,7.04
Male,Btech,CSE,7.81
Male,MS,ECE,8.49
Female,Btech,CSE,7.68
Male,MS,CHD,8.83
Female,Btech,CSE,7.87
Male,Btech,CSE,6.5
Female,MS,CND,7.96
Female,Btech,ECE,8.02
Female,Btech,ECE,6.52
Female,Btech,CSE,5.83
Female,Btech,ECE,6.4
Male,Btech,CHD,7.42
Male,PHD,ECE,8.19
Female,Btech,CHD,7.22
Female,Btech,ECE,5.47
Male,Btech,CSE,5.36
Female,Btech,CSE,7.73
Female,MS,CSE,8.35
Male,MS,CSE,8.26
Male,Btech,CSE,5.88
Female,Btech,ECE,8.27
Male,Btech,ECE,6.88
Male,Btech,CSE,7.76
Female,PHD,CND,8.65
Male,Btech,ECE,6.7
Other,PHD,CND,8.36
Female,Btech,CSE,8.74
Male,PHD,CND,8.72
Female,Btech,CSE,7.62
Female,Btech,ECE,7.28
Female,Btech,ECE,6.49
Male,Btech,ECE,7.9
Male,Btech,CND,6.17
Male,Btech,ECE,4.91
Male,Btech,ECE,6.27
Male,Btech,CSE,7.51
Male,Btech,CND,7.71
Male,Btech,CSE,7.36
Male,MS,CND,7.77
Male,Btech,CSE,7.59
Female,Btech,ECE,7.23
Male,MS,CHD,9.1
Male,MS,ECE,8.73
Male,Btech,CSE,7.83
Male,Btech,CSE,8.27
Male,Btech,ECE,5.04
Female,Btech,CSE,8.55
Female,Btech,CSE,7.86
Female,PHD,CHD,8.39
Male,Btech,ECE,7.28
Male,Btech,CSE,7.54
Male,Btech,CSE,7.5
Female,Btech,CSE,8.06
Male,Btech,CSE,7.31
Male,MS,CSE,7.7
Male,Btech,ECE,5.01
Male,MS,CSE,8.11
Male,Btech,CSE,6.84
Female,Btech,CSE,7.48
Male,Btech,CSE,6.94
Female,MS,CSE,7.64
Female,Btech,CND,7.86
Male,Btech,CSE,7.63
Female,Btech,CND,7.01
Male,MS,CND,7.67
Female,PHD,CND,8.25
Male,Btech,ECE,6.08
Male,Btech,ECE,6.44
Male,MS,CHD,7.8
Male,Btech,CSE,5.72
Male,Btech,ECE,8.03
Male,Btech,ECE,6.69
Male,MS,CND,8.47
Male,Btech,CSE,8.34
Male,Btech,CSE,7.04
Female,Btech,ECE,6.92
Female,MS,CSE,7.99
Male,Btech,CSE,8.57
Female,PHD,ECE,8.2
Female,Btech,CSE,6.35
Male,Btech,ECE,7.66
Female,Btech,ECE,6.49
Female,Btech,CSE,6.22
Male,Btech,CSE,6.58
Male,PHD,ECE,8.58
Female,Btech,CSE,8.56
Male,Btech,CSE,5.43
Male,Btech,CSE,7.05
Other,PHD,CSE,9.09
Male,Btech,CND,7.61
Male,Btech,ECE,6.95
Female,Btech,ECE,7.97
Female,MS,ECE,7.72
Female,Btech,ECE,8.41
Male,PHD,CSE,8.72
Male,MS,CND,7.86
Male,MS,CND,8.02
Male,PHD,CHD,7.41
Female,Btech,ECE,6.45
Male,MS,CHD,7.89
Female,MS,ECE,7.58
Female,Btech,CSE,7.05
Male,Btech,CSE,8.97
